idx,Maladie,Symptomes,raisons,Tests et procédures,Médicaments courants
686,Syndrome carcinoïde,"['Urination involontaire', 'Masse ou masse de knee', 'Crampes ou spasmes de neck', 'Croissance excessive', 'Vulvar sore', 'Perte de sex drive', 'Eye strain', 'Shoulder enflure', 'Nailbiting', 'Wrist faibly', 'Joint raideurness or  pressure', 'Itchy paupiere']","Le syndrome carcinoïde se réfère à l'éventail de symptômes qui se produisent secondairement aux tumeurs carcinoïdes. Le syndrome comprend les bouffées de chaleur et la diarrhée, et, moins fréquemment, l'insuffisance cardiaque et la bronchoconstriction. Il est causé par la sécrétion endogène principalement de sérotonine et de kallikréine.","['Procédure d'imagerie radiographique', 'Tomographie à rayons X (Scan ct)', 'Electrolytes panel', 'Glucose measurement (Glucose level)', 'Complete health count (Cbc)', 'Hematological test (Blood test)', 'Echocardiography']","[Octréotide, Oxycodone, Esomeprazole (Nexium), Atenolol, Furosemide, Chlorure de sodium (mer profonde), Air, Mécamylamine, Troléandomycine, Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)]"
687,Blessure ouverte de la tête,"['Headache', 'abus d'alcool']","vaccin antitétanique (adacel),","['Suturation de la blessure', 'Procédure d'imagerie radiographique', 'Tomographie calculée par rayons X (Scan ct)', 'Gestion des soins de la plaie', 'CAT scan of head (Head ct)', 'Blood alcohol', 'Prothrombine time test (Prothrombine time)']","['Lidocaine', 'Tetanus Toxoïde Vaccin (Adacel)', 'Bacitracine (Septa)', 'Povidone Iodine Topique (Betadine)', 'Tetracaine (One Touch)', 'Hydrogène Peroxyde Topique', 'Diphtérie Toxoïde Vaccin (Prohibition)', 'Ketamine', 'Bacitracine Ophtalmique', 'Tetanus Immune Globuline, Humain']"
688,Cératose séborrhéique,"['Lésion de la peau', 'Peau apparente anormale', 'Skin tales', 'Skin croissance', 'Skin sécheresse, pelage, écaillement, ou rugosité', 'Démangeaisons de la peau', 'Skin éruption', 'Skin enflure', 'Skin irritation', 'Irrégulièrement apparaissant cuir chevelu', 'Warts', 'Acné ou boutons']",Une kératose séborrhéique (également connue sous le nom de « verruque séborrhéique » et de « verrue sénile » : 767:637) est une croissance non cancéreuse bénigne de la peau qui provient des kératinocytes.,"['Examen physique complet de la peau effectué (LM), 'Excision (Suppression)', 'Excision de la lésion cutanée', 'Biopsy', 'Gestion des soins de la plaie', 'Autres procédures diagnostiques sur la peau et le tissu sous-cutané', 'Autres procédures thérapeutiques']","['Trétinoïne topique', 'Clobetasol topical', 'Fluorouracil', 'Fluociononide topical', 'Metronidazole topical Product', 'Imiquimod topical', 'Urea topical', 'Ketoconazole topical', 'Sodium Sulfacetamide-Sulfur topical', 'Ciclopirox topical', 'Aluminum Chloride Hexahydrate topical']"
689,Brûle,"['Malheur au genou', 'Malheur à la tête', 'Malheur à la main ou aux doigts', 'Malheur au poignet', 'Malheur au cou', 'Soufflement de l'oreille', 'irritation de la peau', 'rougeur du pénis', 'Gonflement du poignet']","Une brûlure est un type de blessure à la chair ou à la peau causée par la chaleur, l'électricité, les produits chimiques, la friction ou le rayonnement. Les brûlures qui n'affectent que la peau superficielle sont appelées brûlures superficielles ou au premier degré. Lorsque les lésions pénètrent dans certaines couches sous-jacentes, c'est une brûlure d'épaisseur partielle ou au deuxième degré.","['Plain x-ray (X ray)', 'Wound care management', 'X-ray calculed tomography (Scan ct)', 'Application de l'attelle (Splinting)', 'CAT scan of head (Head ct)', 'Suturing of bled', 'Blood alcohol']","['Silver Sulfadiazine Topical', 'Bacitracine (Septa)', 'Tetanus Toxoïde Vaccin (Adacel)', 'Iodine Topical', 'Silver Nitrate Topical Each', 'Emolliens, Topical', 'Aloe Vera Topical', 'Benzalkonium Chloride-Lidocaine Topical', 'Bacitracine Topical', 'Collagen', 'Sterile Water']"
690,Avortement spontané,"['Spit ou saignement pendant la grossesse', 'Sharp abdominal pain', 'Paine pendant la grossesse', 'Crampes et spasmes', 'Souffle abdominale basse', 'Souffle pelvienne', 'Problèmes pendant la grossesse', 'Souffle abdominale enflammée', 'Successions utérines', 'Saignement intermenstruel', 'Souffle de sang pendant les menstruations', 'Souffle menstruelle lourde']",La fausse couche est la fin spontanée d'une grossesse à un stade où l'embryon ou le foetus est incapable de survivre indépendamment. La fausse couche est la complication la plus fréquente de la grossesse précoce.,"['Tests hématologiques (Test de sang)', 'Complètement de la numération sanguine (Cbc)', 'Procédure d'imagerie radiographique', 'Urinalyse', 'Test de grossesse standard', 'Remplacement de liquide intraveineux', 'Examen de bassin']","['Méthylergonovine (Methergine)', 'Misoprostol', 'Oxytocine', 'Rho(D) Immune Globuline (Rhogam)', 'Oxazepam', 'Cefoxitine', 'Clomiphène (Clomid)']"
691,Herpès génital,"['Eruption cutanée', 'Eruption cutanée', 'Démangeaisons vaginales', 'Dépression vaginale', 'Démangeaisons pelviennes', 'Démangeaisons cutanées', 'Démangeaisons vaginales', 'Démangeaisons porcines', 'Démangeaisons cutanées', 'Démangeaisons cutanées', 'Grossesse récente', 'Démangeaisons cutanées']",L'herpès génital (ou herpès génital) se réfère à une infection génitale par le virus Herpes simplex.,"['Urinalyse', 'examen de bassin', 'examen physique complet de la peau effectué (ML), 'test de grossesse standard', 'Test de la chlamydia', 'Plaque lipide', 'Examination du sein']","['Acyclovir', 'Valacyclovir (Valtrex)', 'Fluconazole (Diflucan)', 'Famciclovir', 'Terconazole Tophal', 'Emtricitabine-Ténofovir', 'Ritonavir (Norvir)', 'Nonoxynol 9 Tophal', 'Pimecrolimus Tophal', 'Podophyllum Resin Tophal', 'Reserpine (Hhr)', 'Trifluridine Ophtalmic']"
692,Réaction de réglage,"['Dépression', 'Symptômes dépressifs ou psychotiques', 'anxiété et nervosité','colère excessive', 'comportement hospitalier', 'Insomnie', 'faible estime de soi', 'Déliciations ou hallucinations', 'problèmes tempers', 'Foires et phobies', 'Maladie', 'Nuitmares']","Un trouble d'ajustement se produit lorsqu'un individu est incapable de s'adapter à un stresseur particulier ou de faire face à un événement de vie majeur. Comme les personnes atteintes de ce trouble ont normalement des symptômes que les personnes déprimées font, tels que la perte générale d'intérêt, des sentiments de désespoir et des pleurs, ce trouble est aussi parfois connu comme dépression situationnelle. Contrairement à la dépression majeure cependant, le trouble est causé par un stresseur extérieur et se résout généralement une fois que l'individu est en mesure de s'adapter à la situation.","['Psychothérapie', 'Conseils de santé mentale', 'Criblage de dépression', 'Criblage de toxicologie', 'Alcool gras', 'Évaluation et thérapie psychologiques et psychiatriques', 'Autres thérapies physiques et réadaptation']","['Dexméthylphénidate (Focalin)', 'Guanfacine (Intuniv)', 'Tetrabenazine', 'Charcoal-Sorbitol', 'Sodicylate de sodium', 'Diéthylpropion (Ténuate)', 'Magnésium Hydroxyde (M.A.H.)']"
693,C'est la pierre de gaule.,"['Sharp abdominal pain', 'Sharp abdominal pain', 'Nausée', 'Vomissement', 'Sors pain', 'Sharp abdominal pain', 'Sharp thorax pain', 'Side pain', 'Heartburn', 'Sweating', 'Regirgitation']","Une pierre biliaire est une concrétion cristalline formée dans la vésicule biliaire par accrétion de composants biliaires. Ces calculs sont formés dans la vésicule biliaire, mais peuvent passer distally dans d'autres parties du tractus biliaire comme le canal kystique, le canal biliaire commun, le canal pancréatique, ou l'ampulla de Vater. Rarement, en cas d'inflammation sévère, les pierres biliaires peuvent s'éroder à travers la vésicule biliaire en intestin adhérent pouvant causer une obstruction appelée ileus de pierre biliaire.","['Tests hématologiques (Test de la longueur)', 'Complètement de la numération sanguine (Cbc)', 'Procédure d'imagerie radiographique', 'Urinalyse', 'Tests de la fonction Kidney (Test de la fonction Kidney)', 'Remplacement du liquide intraveineux', 'Mesure du glucose (Niveau du glucose)']","['Dicyclomine'', 'Glycopyrrolalate', 'Rocuronium', 'Sevoflurane', 'Neostigmine', 'Arnica Topical', 'Cefotetan', 'Deferasirox (Exjade)', 'Oxyde Nitreux']"
694,Sclérose en plaques,"['Fatigue', 'Perte de sensation', 'Headache', 'Dizziness', 'Problèmes avec mouvement', 'Faiblesse', 'Léger faiblesse', 'Paresthésie', 'Disturbance de la mémoire', 'Movements involontaires anormaux', 'Léger rigidité ou étanchéité', 'Faiblesse focale']","La sclérose en plaques (MS), également connue sous le nom de sclérose en plaques ou encéphalomyélite disséminata, est une maladie inflammatoire dans laquelle les gaines de myéline autour des axones du cerveau et de la moelle épinière sont endommagées, entraînant la perte de la myéline et des cicatrices. La cause n'est pas claire, mais le mécanisme sous-jacent est censé être soit la destruction par le système immunitaire ou l'échec des cellules productrices de myéline.","[« Imagerie par résonance magnétique (Mri) », « Exercices de thérapie physique (Exercises) », « Autres procédures diagnostiques (entrevue; évaluation; consultation) », « Se référer aux services de soins de santé à domicile », « Autres procédures thérapeutiques », « Évaluation de la thérapie professionnelle (Traitement de la parole) », « Débridement de la blessure; infection ou brûlure »]","['Interféron Beta-1A (Avonex)', 'Glatiramer (Copaxone)', 'Baclofen', 'Modafinil (Provigil)', 'Oxybutynin', 'Tizanidine', 'Natalizumab (Tysabri)', 'Toltérodine (Detrol)', 'Amantadine', 'Solifenacine (Vesicare)', 'Azathioprine', 'Cyclophosphamide']"
695,Diverticulum Zenker,"['Difficulté à avaler', 'Sharp thorax pain', 'Rergurgation', 'Sharp abdominal pain', 'Sharp abdominal pain', 'Sors gorge', 'Constipation', 'Elbow faiblit', 'Slow faiblit', 'Wrist faiblit', 'Sentir chaud et froid', 'Nailbiting']","Dans l'anatomie, le diverticulum de Zenker, aussi le diverticulum pharyngoesophageal, aussi la poche pharyngée, aussi le diverticulum hypopharyngéal, est un diverticulum de la muqueuse du pharynx, juste au-dessus du muscle crocopharyngéal (c'est-à-dire au-dessus du sphincter supérieur de l'œsophage).","['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Glucose mesurage (Niveau Glucose)', 'Endoscopie gastro-intestinale supérieure; biopsie', 'Liver fonction tests (Liver test)', 'Electrocardiogramme', 'Dilatation œsophagienne (Dilatation œsophagienne)']","['Midazolam (Versed)', 'Meperidine (Demerol)', 'Tamsulosin (Flomax)', 'Epinastine Ophtalmic', 'Zoster Vaccin Live', 'Azelastine Nasal', 'Triamcinolone Nasal Product', 'Rabeprazole (Aciphex)', 'Niacine', 'Ramipril']"
696,Fracture du bassin,"['Malheur de la hanche', 'Malheur de la gorge', 'Malheur du dos', 'Malheur de la poitrine', 'Malheur de la poitrine', 'Malheur de la poitrine', 'Malheur du genou', 'Déliciations ou hallucinations', 'Difficulté à parler', 'Bones sont douloureuses', 'Faiblesse focale']","La fracture pelvienne est une perturbation de la structure osseuse du bassin, y compris l'os de la hanche, le sacrum et le coccyx. La cause la plus fréquente chez les personnes âgées est une chute, mais les fractures les plus importantes impliquent des forces de haute énergie telles qu'un accident de véhicule à moteur, des accidents de vélo ou une chute de hauteur significative. Le diagnostic est fait sur la base de l'histoire, des caractéristiques cliniques et des enquêtes spéciales généralement incluant les rayons X et CT.","['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Tests hématologiques (Test de sang)', 'Complete sang computing (Cbc)', 'Tests de fonction Kidney (Test de fonction Kidney)', 'Remplacement de liquide intraveineux', 'Tomographie calculée X-ray (Scan ct)']","['Etomidate', 'Pamidronate', 'Vecuronium', 'Diphtérie Toxoïde Vaccin (Prohibition)', 'Flecainide', 'Calcium Polycarbophile (Fibercon)', 'Granisetron', 'Captopril', 'Pyridoxine', 'Triamterène']"
697,Pneumoconiose,"['Toux', 'Wheeezing', 'Shortness of breath', 'Fever', 'Insomnia', 'Nasal congestion', 'Vomiting', 'Soleil douloureux', 'Difficulté à respirer', 'Dizzness', 'Toux de l'expectoration', 'Chest pressure']","La pneumoconiose est une maladie pulmonaire professionnelle et une maladie pulmonaire restrictive causée par l'inhalation de poussières, souvent dans les mines.","['Procédure d'imagerie radiographique', 'Plain radiographie (rayon X)', 'Nebulizer thérapie', 'Influenzavirus anticorps test', 'Dépression screen (Dépression screen)', 'Biopsy', 'Blood alcohol']","['Azithromycine', 'Progestérone', 'Fluticasone Topical Product', 'Estradiol', 'Levalbuterol (Xopenex)', 'Insuline, Asparte, Humain (Novolog)', 'Celecoxib (Celebrex)', 'Pioglitazone (Actos)', 'Combivent']"
698,Hyperlipidémie,"['Sharp douleur thoracique', 'Wight Gain', 'Lymphoedème', 'Fumeurs de problèmes', 'Crampes ou spasmes']","L'hyperlipidémie, l'hyperlipoprotéinémie ou l'hyperlipidémie (anglais britannique) implique des niveaux anormalement élevés de tout ou partie des lipides et/ou des lipoprotéines dans le sang.","['Tests hématologiques (Test de Blood), 'Lipid panel', 'Glucose measurement (Glucose level)', 'Hémoglobine A1c measurement (Hémoglobine a1c test)', 'Examen physique complet de la peau effectué (ML)', 'Ultrasonography (Ultrasound)', 'Mesure de l'antigène spécifique de la prostate (Test d'antigène spécifique de la prostate)']","['Simvastatine', 'Omega-3 Acides gras', 'Rosuvastatine (Crestor)', 'Pravastatine', 'Fénofibrate (Trctor)', 'Lovastatine', 'Ezétimibe (Zétia)', 'Niacine']"
699,Colite ulcérative,"['Diarrhée', 'Sharp abdominal pain', 'Blood in selles', 'Nausée', 'Vomiting', 'Burning abdominal pain', 'Saignement rectal', 'Lower abdominal pain', 'Melena', 'Decreased appétit', 'Swollen lymph nœuds', 'Discharge in selles']","La colite ulcéreuse (Colitis ulderosa, UC) est une forme de maladie inflammatoire de l'intestin. La colite ulcéreuse est une forme de colite, une maladie du côlon (gros intestin), qui comprend des ulcères caractéristiques, ou des plaies ouvertes. Le principal symptôme de la maladie active est généralement la diarrhée constante mélangée avec le sang, d'apparition progressive.","['Tests hématologiques (Test de sang)', 'Complètement de la numération sanguine (Cbc)', 'Sigmoidoscopie ou coloscopie', 'Mesure du glucose (Niveau de glucose)', 'Remplacement du liquide intraveineux', 'Electrolytes panel', 'Tomographie calculée par rayons X (Scan ct)']","['Mesalamine (Asacol)', 'Infliximab (Remicade)', 'Azathioprine', 'Balsalazide', 'Sulfasalazine', 'Loperamide (Imodium)', 'Raloxifène (Evista)', 'Rabeprazole (Aciphex)', 'Olsalazine (Dipentum)', 'Salmeterol', 'Lactobacillus Acidophilus (Dofus)']"
700,Infection génitale masculine,"['Pénis rougeur', 'Gonflement du scrotum', 'Pain dans les testicules', 'Mass in scrotum', 'Gonflement de la peau', 'Peau anormale apparaissant', 'Pénis douleur', 'Bumps sur pénis', 'Warts', 'Groin douleur', 'Enfant irritable', 'Swollen abdomen']","bactrim,","['Urinalysis', 'Kidney function tests (Kidney fonction test)', 'Incision et drainage (I d)', 'Blood culture', 'X-ray calculed tomography (Scan ct)', 'Wound care management', 'Autres procédures de diagnostic (entrevue; évaluation; consultation)']","['Cephalexin', 'Bactrim', 'Vancomycin', 'Clindamycin', 'Zosyn', 'Sildenafil (Viagra)', 'Ceftibuten (Cedax)', 'Pyrimethamine', 'Sulfadiazine', 'Belladonna Extract, Usp (Butibel)']"
